Datetime,Open,High,Low,Close,Volume
2026-01-17 10:00:00,1.08472,1.0847,1.08464,1.08469,4640410
2026-01-17 10:01:00,1.08508,1.08513,1.08491,1.08509,1363857
2026-01-17 10:02:00,1.08533,1.0854,1.08518,1.08522,2190284
2026-01-17 10:03:00,1.08453,1.08475,1.08458,1.08467,1535762
2026-01-17 10:04:00,1.08515,1.08515,1.0851,1.08513,4662269
2026-01-17 10:05:00,1.08489,1.08479,1.08468,1.08479,1804682
2026-01-17 10:06:00,1.08458,1.08488,1.08476,1.08476,1611862
2026-01-17 10:07:00,1.08514,1.08516,1.08493,1.08512,4263696
2026-01-17 10:08:00,1.08506,1.08516,1.0851,1.08514,1399429
2026-01-17 10:09:00,1.08515,1.08514,1.08493,1.08503,3002126
2026-01-17 10:10:00,1.08484,1.08497,1.08479,1.08486,3260128
2026-01-17 10:11:00,1.08493,1.08501,1.08487,1.08495,2222834
2026-01-17 10:12:00,1.08514,1.08514,1.08503,1.08506,2353907
2026-01-17 10:13:00,1.08515,1.08527,1.08501,1.08512,4640967
2026-01-17 10:14:00,1.08503,1.08499,1.08489,1.08498,3694762
2026-01-17 10:15:00,1.08497,1.08504,1.08499,1.08499,4976090
2026-01-17 10:16:00,1.08491,1.08508,1.08495,1.085,2644457
2026-01-17 10:17:00,1.08523,1.08508,1.08503,1.08506,3552345
2026-01-17 10:18:00,1.08472,1.0847,1.08457,1.08468,3379985
2026-01-17 10:19:00,1.08515,1.08516,1.08496,1.08508,4075536
