Datetime,Open,High,Low,Close,Volume
2026-01-17 10:40:00,1.08494,1.08489,1.08466,1.08472,3571984
2026-01-17 10:41:00,1.0848,1.08485,1.08482,1.08483,1829897
2026-01-17 10:42:00,1.08491,1.08495,1.0848,1.08482,2909188
2026-01-17 10:43:00,1.08477,1.08473,1.08459,1.08468,4957002
2026-01-17 10:44:00,1.08518,1.08526,1.08523,1.08526,3144972
2026-01-17 10:45:00,1.08484,1.08501,1.08482,1.08484,3703183
2026-01-17 10:46:00,1.08513,1.08514,1.08505,1.08506,1300203
2026-01-17 10:47:00,1.08457,1.0847,1.08459,1.08459,1425811
2026-01-17 10:48:00,1.08501,1.08513,1.08494,1.0851,2242927
2026-01-17 10:49:00,1.08476,1.08487,1.08466,1.08481,2610089
2026-01-17 10:50:00,1.08499,1.08509,1.0847,1.08493,3889697
2026-01-17 10:51:00,1.08491,1.08485,1.08477,1.08484,3036367
2026-01-17 10:52:00,1.08475,1.08488,1.0848,1.08482,4000445
2026-01-17 10:53:00,1.08476,1.08494,1.08472,1.08477,2585991
2026-01-17 10:54:00,1.08525,1.08536,1.08525,1.08531,3140332
2026-01-17 10:55:00,1.08498,1.08528,1.08491,1.08508,2184163
2026-01-17 10:56:00,1.085,1.08501,1.08496,1.08501,3283379
2026-01-17 10:57:00,1.08501,1.08494,1.08489,1.08492,3782249
2026-01-17 10:58:00,1.08528,1.08522,1.08514,1.08517,3461566
2026-01-17 10:59:00,1.08485,1.08474,1.08467,1.08468,3532119
